id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
80494;37;self-employed;married;secondary;no;126;no;yes;cellular;5;feb;313;7;-1;0;unknown;no
49499;69;management;married;tertiary;no;840;no;no;telephone;5;feb;128;3;-1;0;unknown;yes
25122;48;blue-collar;married;secondary;no;558;yes;no;telephone;5;feb;708;8;-1;0;unknown;no
97692;38;unemployed;married;primary;no;890;yes;no;cellular;5;feb;43;2;-1;0;unknown;no
37146;35;blue-collar;married;secondary;no;-151;yes;no;cellular;5;feb;96;2;-1;0;unknown;no
84694;58;management;married;secondary;no;-382;no;no;telephone;5;feb;398;4;189;12;success;no
56743;36;blue-collar;married;primary;no;277;yes;yes;cellular;5;feb;239;2;-1;0;unknown;no
50420;34;services;single;primary;no;496;yes;no;cellular;5;feb;173;1;-1;0;unknown;no
50740;33;blue-collar;single;secondary;no;16649;yes;no;cellular;5;feb;173;1;-1;0;unknown;no
47573;41;admin.;divorced;secondary;no;4;yes;no;cellular;5;feb;232;1;211;1;failure;no
81668;31;entrepreneur;single;tertiary;no;46;yes;no;cellular;5;feb;90;1;-1;0;unknown;no
69943;49;services;divorced;secondary;no;1162;no;no;cellular;5;feb;159;1;-1;0;unknown;no
60565;37;management;divorced;tertiary;no;132;yes;no;cellular;5;feb;175;5;253;1;other;no
43739;30;blue-collar;single;primary;no;296;no;no;telephone;5;feb;41;7;-1;0;unknown;no
94643;54;blue-collar;married;secondary;no;844;no;no;telephone;5;feb;8;7;189;18;other;no
75985;38;blue-collar;married;secondary;no;475;yes;no;cellular;5;feb;412;1;-1;0;unknown;no
91040;44;management;married;tertiary;no;309;yes;no;cellular;5;feb;676;1;-1;0;unknown;yes
59660;37;management;married;tertiary;no;57;no;no;cellular;5;feb;345;1;-1;0;unknown;yes
30539;30;unemployed;single;secondary;no;2616;no;no;cellular;5;feb;301;1;-1;0;unknown;no
10291;30;blue-collar;single;secondary;no;574;no;no;cellular;5;feb;11;6;-1;0;unknown;no
98117;26;self-employed;single;secondary;no;1018;no;no;cellular;5;feb;101;1;-1;0;unknown;no
46837;59;retired;married;secondary;no;242;no;yes;cellular;5;feb;17;10;-1;0;unknown;no
50568;50;admin.;divorced;secondary;no;381;no;no;cellular;5;feb;519;1;212;2;other;no
15040;29;blue-collar;single;secondary;no;0;yes;no;cellular;5;feb;16;9;253;1;failure;no
90106;31;student;single;secondary;no;334;yes;no;cellular;5;feb;195;4;233;2;other;no
76674;35;services;divorced;secondary;no;440;yes;no;cellular;5;feb;103;1;248;1;failure;no
98580;35;management;divorced;tertiary;no;500;yes;no;cellular;5;feb;177;1;252;1;failure;no
99204;33;management;married;tertiary;no;741;no;no;cellular;5;feb;283;1;260;1;failure;no
53598;56;retired;married;secondary;no;5737;no;no;cellular;5;feb;11;5;-1;0;unknown;no
81276;34;technician;married;secondary;no;1072;no;yes;cellular;5;feb;136;1;252;2;failure;no
91608;59;unemployed;married;primary;no;19102;no;no;cellular;5;feb;462;1;-1;0;unknown;no
81006;45;retired;married;secondary;no;900;yes;no;cellular;5;feb;508;4;266;4;other;no
33871;41;blue-collar;married;primary;no;438;no;no;cellular;5;feb;46;1;-1;0;unknown;no
81821;32;services;married;secondary;no;1066;yes;no;cellular;5;feb;150;1;262;9;failure;no
63068;44;blue-collar;married;secondary;no;794;yes;no;cellular;5;feb;342;1;252;1;other;no
45597;53;admin.;married;secondary;no;264;yes;no;cellular;5;feb;159;1;-1;0;unknown;no
93788;50;blue-collar;divorced;primary;no;388;no;no;cellular;5;feb;701;1;-1;0;unknown;no
69530;39;technician;married;secondary;no;994;no;no;cellular;5;feb;221;1;241;1;failure;no
22567;38;management;single;tertiary;no;1819;no;no;cellular;5;feb;101;3;-1;0;unknown;no
54202;36;technician;divorced;secondary;no;3270;no;no;telephone;5;feb;44;1;-1;0;unknown;no
24495;35;management;single;tertiary;no;2707;no;no;cellular;5;feb;699;1;-1;0;unknown;yes
50904;47;blue-collar;divorced;secondary;no;1815;yes;no;cellular;5;feb;105;1;253;4;failure;no
41521;29;admin.;married;secondary;no;503;no;yes;cellular;5;feb;433;1;199;2;failure;no
92133;31;student;single;secondary;no;430;no;no;cellular;5;feb;129;4;-1;0;unknown;no
92625;31;admin.;single;secondary;no;554;yes;no;cellular;5;feb;94;1;-1;0;unknown;no
44981;37;management;single;tertiary;no;156;no;no;cellular;5;feb;7;10;-1;0;unknown;no
93746;26;blue-collar;single;tertiary;no;1527;no;no;cellular;5;feb;167;1;-1;0;unknown;no
75337;28;management;single;secondary;no;292;yes;yes;telephone;5;feb;39;1;-1;0;unknown;no
10835;27;entrepreneur;single;tertiary;no;81;no;no;cellular;5;feb;197;1;199;3;failure;no
65712;57;management;married;tertiary;no;297;no;no;cellular;5;feb;633;1;-1;0;unknown;no
15825;72;retired;married;primary;no;9160;no;no;cellular;5;feb;229;1;-1;0;unknown;no
12497;54;unemployed;single;secondary;no;3611;yes;no;cellular;5;feb;81;1;-1;0;unknown;no
56990;33;management;single;tertiary;no;1410;yes;no;cellular;5;feb;8;1;254;5;failure;no
53127;59;blue-collar;married;primary;no;99;yes;no;cellular;5;feb;43;1;261;3;failure;no
11523;27;admin.;single;secondary;no;592;yes;yes;cellular;5;feb;466;3;-1;0;unknown;no
72150;40;housemaid;married;primary;no;118;yes;no;cellular;5;feb;162;2;-1;0;unknown;no
66730;34;admin.;married;tertiary;no;788;yes;no;cellular;5;feb;269;1;-1;0;unknown;no
79195;31;blue-collar;single;secondary;no;26;no;no;cellular;5;feb;103;1;-1;0;unknown;no
39074;33;entrepreneur;divorced;primary;no;596;no;yes;cellular;5;feb;308;1;213;1;other;no
83421;42;blue-collar;married;primary;no;1520;yes;no;cellular;5;feb;115;1;-1;0;unknown;no
42568;30;blue-collar;single;secondary;no;144;yes;no;cellular;5;feb;259;1;260;3;failure;no
51520;58;entrepreneur;married;primary;no;1249;no;no;cellular;5;feb;187;1;-1;0;unknown;no
75395;32;technician;married;secondary;no;3322;yes;no;cellular;5;feb;588;2;175;2;failure;no
72087;30;management;married;tertiary;no;1251;no;no;cellular;5;feb;11;5;-1;0;unknown;no
35243;60;unemployed;divorced;secondary;no;4;no;no;telephone;5;feb;882;2;-1;0;unknown;no
14196;58;unemployed;married;tertiary;no;1798;yes;no;cellular;5;feb;19;8;-1;0;unknown;no
20822;43;management;married;unknown;no;587;yes;no;cellular;5;feb;11;6;231;9;failure;no
20481;29;services;married;primary;no;549;yes;no;cellular;5;feb;205;1;245;2;failure;no
44071;49;management;married;primary;no;363;no;no;cellular;5;feb;160;2;-1;0;unknown;no
67541;34;management;single;tertiary;no;404;yes;no;cellular;5;feb;10;6;-1;0;unknown;no
54692;31;technician;single;tertiary;no;1109;no;no;cellular;5;feb;642;1;167;2;failure;yes
80170;30;technician;married;secondary;no;1099;yes;no;cellular;5;feb;232;1;-1;0;unknown;no
84896;31;unemployed;single;secondary;no;3528;no;no;cellular;5;feb;132;1;-1;0;unknown;no
94208;49;management;married;tertiary;no;271;yes;no;cellular;5;feb;18;6;-1;0;unknown;no
61535;42;entrepreneur;married;tertiary;no;233;no;no;cellular;5;feb;446;1;-1;0;unknown;no
24334;37;unemployed;married;secondary;no;63;no;no;cellular;5;feb;434;1;-1;0;unknown;no
36412;48;blue-collar;married;secondary;no;194;yes;no;cellular;5;feb;62;1;-1;0;unknown;no
83818;44;unemployed;married;tertiary;no;17747;yes;no;cellular;5;feb;8;7;-1;0;unknown;no
22008;33;management;single;tertiary;no;7114;yes;no;cellular;5;feb;271;2;233;3;other;no
92052;36;blue-collar;single;secondary;no;767;no;no;cellular;5;feb;77;1;-1;0;unknown;no
98465;42;self-employed;single;tertiary;no;580;no;no;cellular;5;feb;393;1;-1;0;unknown;no
38009;29;blue-collar;divorced;secondary;no;302;yes;no;cellular;5;feb;116;1;192;8;other;no
55989;42;blue-collar;married;secondary;no;366;yes;no;cellular;5;feb;150;1;-1;0;unknown;no
46864;56;management;married;tertiary;no;3172;yes;no;cellular;5;feb;139;1;-1;0;unknown;no
97081;42;blue-collar;single;primary;no;1628;yes;no;cellular;5;feb;119;1;195;8;success;no
35989;27;admin.;married;secondary;no;73;yes;no;cellular;5;feb;140;1;-1;0;unknown;no
28459;36;self-employed;single;tertiary;no;258;no;no;cellular;5;feb;230;1;-1;0;unknown;no
43094;29;admin.;single;secondary;no;1261;no;no;cellular;5;feb;605;1;-1;0;unknown;no
83027;34;blue-collar;married;secondary;no;563;no;yes;cellular;5;feb;384;1;2;2;failure;no
74192;71;retired;married;tertiary;no;2651;no;no;cellular;5;feb;531;2;-1;0;unknown;no
38471;47;blue-collar;divorced;secondary;no;-332;no;yes;cellular;5;feb;48;2;-1;0;unknown;no
36312;44;management;married;tertiary;no;673;no;no;cellular;5;feb;105;1;-1;0;unknown;no
39047;42;management;married;secondary;yes;-34;no;no;cellular;5;feb;176;1;-1;0;unknown;no
17524;56;retired;married;tertiary;no;478;no;no;cellular;5;feb;97;1;-1;0;unknown;no
77647;53;services;divorced;secondary;no;4554;no;no;cellular;5;feb;8;6;-1;0;unknown;no
79394;27;technician;single;secondary;no;63;no;no;cellular;5;feb;98;1;-1;0;unknown;no
87293;26;blue-collar;married;secondary;no;624;yes;no;cellular;5;feb;188;1;247;4;other;no
55126;38;entrepreneur;married;secondary;no;65;no;no;cellular;5;feb;173;1;-1;0;unknown;no
38011;30;blue-collar;single;primary;no;105;yes;no;cellular;5;feb;131;1;265;1;failure;no
59823;32;admin.;single;secondary;no;642;yes;no;cellular;5;feb;52;1;253;2;failure;no
13922;43;unemployed;married;secondary;no;3529;no;no;cellular;5;feb;169;2;-1;0;unknown;no
88825;30;management;single;secondary;no;293;yes;no;cellular;5;feb;232;1;253;2;failure;no
14505;34;management;single;tertiary;no;3;no;no;cellular;5;feb;16;5;-1;0;unknown;no
76881;54;unemployed;divorced;secondary;no;925;no;no;cellular;5;feb;2;1;-1;0;unknown;no
54035;30;services;single;primary;yes;81;yes;no;telephone;5;feb;37;1;-1;0;unknown;no
24697;59;retired;divorced;primary;no;7179;no;no;cellular;5;feb;150;1;-1;0;unknown;no
54725;34;services;married;secondary;no;87;no;no;cellular;5;feb;33;1;-1;0;unknown;no
33589;32;blue-collar;married;secondary;no;150;no;no;cellular;5;feb;210;1;-1;0;unknown;no
52775;40;blue-collar;single;primary;no;-187;yes;no;cellular;5;feb;160;1;-1;0;unknown;no
23941;54;entrepreneur;married;tertiary;no;1544;no;yes;cellular;5;feb;85;7;196;3;failure;no
15974;50;admin.;divorced;secondary;no;223;no;no;cellular;5;feb;221;1;-1;0;unknown;no
46361;55;retired;married;secondary;no;529;yes;no;cellular;5;feb;33;4;8;3;other;no
12024;56;management;married;tertiary;no;14344;yes;no;cellular;5;feb;358;1;-1;0;unknown;no
74412;48;technician;married;secondary;no;658;no;no;cellular;5;feb;109;4;-1;0;unknown;no
62277;29;technician;married;secondary;no;767;yes;no;cellular;5;feb;253;1;-1;0;unknown;no
33844;39;entrepreneur;single;secondary;no;829;no;no;cellular;5;feb;336;1;-1;0;unknown;no
87614;47;housemaid;divorced;secondary;no;1565;no;no;cellular;5;feb;253;1;-1;0;unknown;no
10071;38;entrepreneur;single;secondary;no;185;no;no;cellular;5;feb;360;1;-1;0;unknown;no
51116;27;management;single;tertiary;no;2648;no;no;cellular;5;feb;917;1;-1;0;unknown;yes
65460;27;unemployed;single;secondary;no;11;no;no;cellular;5;feb;257;1;-1;0;unknown;no
97498;32;management;married;tertiary;no;205;yes;no;cellular;5;feb;141;4;-1;0;unknown;no
86085;35;unemployed;married;primary;no;4564;yes;no;telephone;5;feb;508;1;-1;0;unknown;no
77535;29;management;married;tertiary;no;204;yes;no;cellular;5;feb;307;2;-1;0;unknown;no
62297;37;technician;single;secondary;no;123;no;yes;cellular;5;feb;136;1;-1;0;unknown;no
12018;36;management;single;tertiary;no;467;no;no;cellular;5;feb;305;2;-1;0;unknown;no
67745;26;entrepreneur;single;secondary;no;101;yes;no;cellular;5;feb;810;1;268;1;failure;yes
63622;39;technician;married;primary;no;1846;no;no;cellular;5;feb;306;5;-1;0;unknown;no
53625;57;unemployed;married;secondary;no;890;no;no;cellular;5;feb;343;4;-1;0;unknown;no
49050;33;unemployed;single;secondary;no;682;no;no;cellular;5;feb;251;1;-1;0;unknown;no
50113;41;technician;married;secondary;no;-378;yes;no;cellular;5;feb;361;1;253;2;failure;no
10727;26;student;single;unknown;no;198;no;no;cellular;5;feb;161;1;-1;0;unknown;no
82202;28;services;married;secondary;no;462;yes;yes;cellular;5;feb;410;1;-1;0;unknown;no
86828;37;self-employed;married;secondary;no;2203;no;yes;cellular;5;feb;9;8;-1;0;unknown;no
30317;29;unemployed;single;secondary;no;1562;yes;no;cellular;5;feb;286;1;-1;0;unknown;no
28583;33;technician;single;unknown;no;10600;no;no;cellular;5;feb;202;1;267;2;failure;no
35729;47;unemployed;single;primary;no;289;no;no;cellular;5;feb;210;1;-1;0;unknown;no
92891;35;blue-collar;married;secondary;no;522;yes;yes;cellular;5;feb;245;2;-1;0;unknown;no
13368;41;management;married;tertiary;no;13874;no;no;cellular;5;feb;255;1;234;2;other;no
93456;26;services;single;secondary;no;598;yes;no;cellular;5;feb;401;2;272;1;other;no
73136;33;blue-collar;single;secondary;no;1387;no;no;cellular;5;feb;185;1;-1;0;unknown;no
64099;27;technician;married;secondary;no;616;yes;no;cellular;5;feb;263;1;-1;0;unknown;no
91644;45;management;married;unknown;no;169;no;no;cellular;5;feb;58;1;-1;0;unknown;no
59520;35;management;married;tertiary;no;1557;yes;yes;cellular;5;feb;225;1;268;1;failure;no
15749;35;admin.;married;tertiary;no;429;yes;no;cellular;5;feb;143;2;-1;0;unknown;no
48653;35;management;divorced;tertiary;no;457;yes;no;cellular;5;feb;114;3;-1;0;unknown;no
88373;30;unemployed;single;secondary;no;40;no;no;cellular;5;feb;133;1;-1;0;unknown;no
56135;52;services;divorced;secondary;no;-57;no;no;cellular;5;feb;140;1;-1;0;unknown;no
83148;36;services;married;secondary;no;417;no;yes;telephone;5;feb;11;5;-1;0;unknown;no
33677;42;management;married;primary;no;-417;yes;no;cellular;5;feb;81;3;273;3;failure;no
27950;26;entrepreneur;single;tertiary;no;725;no;no;cellular;5;feb;1916;2;189;29;other;yes
58719;26;admin.;single;secondary;no;685;no;no;cellular;5;feb;388;1;-1;0;unknown;no
68280;29;unemployed;single;tertiary;no;991;no;no;cellular;5;feb;563;1;-1;0;unknown;no
91190;28;entrepreneur;single;tertiary;no;16;no;no;cellular;5;feb;48;1;-1;0;unknown;no
17893;61;blue-collar;single;primary;no;433;no;no;cellular;5;feb;346;1;-1;0;unknown;no
35177;49;entrepreneur;divorced;secondary;no;32;no;no;cellular;5;feb;128;1;-1;0;unknown;no
17307;57;unemployed;married;secondary;no;7357;no;no;cellular;5;feb;604;1;-1;0;unknown;no
77137;27;management;single;tertiary;no;2849;no;no;cellular;5;feb;335;1;-1;0;unknown;no
19562;28;blue-collar;single;secondary;no;1364;yes;no;cellular;5;feb;75;2;-1;0;unknown;no
50329;39;self-employed;single;tertiary;no;917;yes;no;cellular;5;feb;161;2;258;1;failure;no
80988;50;blue-collar;married;secondary;yes;-812;no;yes;cellular;5;feb;8;8;-1;0;unknown;no
38400;26;self-employed;single;secondary;no;1242;yes;no;cellular;5;feb;205;2;253;2;success;no
75670;27;admin.;single;secondary;no;424;no;no;cellular;5;feb;248;4;189;13;other;no
66862;29;unemployed;married;tertiary;no;241;no;no;cellular;5;feb;7;5;-1;0;unknown;no
98970;36;self-employed;single;tertiary;no;351;no;no;cellular;5;feb;82;1;-1;0;unknown;no
37005;26;unemployed;married;primary;no;440;no;no;cellular;5;feb;143;1;-1;0;unknown;no
26656;36;blue-collar;single;secondary;no;1598;yes;no;cellular;5;feb;208;1;-1;0;unknown;no
64901;28;services;single;secondary;no;1820;yes;no;cellular;5;feb;134;2;203;1;success;no
66623;27;self-employed;single;secondary;no;923;no;no;cellular;5;feb;139;1;-1;0;unknown;no
88570;30;services;single;secondary;no;566;no;no;cellular;5;feb;110;1;-1;0;unknown;no
27478;60;unemployed;single;tertiary;no;361;no;no;cellular;5;feb;1837;1;-1;0;unknown;no
82710;59;unemployed;married;secondary;no;2740;no;no;cellular;5;feb;130;1;-1;0;unknown;no
61858;29;unemployed;single;primary;no;34;no;no;cellular;5;feb;227;1;-1;0;unknown;no
14770;59;technician;married;secondary;no;2613;no;no;cellular;5;feb;79;1;-1;0;unknown;no
19931;59;technician;married;secondary;no;201;no;no;cellular;5;feb;52;1;8;7;other;no
96510;41;admin.;divorced;secondary;no;8;no;no;cellular;5;feb;92;1;-1;0;unknown;no
47114;31;self-employed;single;tertiary;no;96;no;no;cellular;5;feb;577;1;-1;0;unknown;no
36960;34;unemployed;married;primary;no;309;no;no;cellular;5;feb;578;1;-1;0;unknown;yes
82406;42;technician;married;secondary;no;2037;no;yes;cellular;5;feb;135;1;8;1;other;no
29745;34;admin.;married;secondary;no;155;no;no;cellular;5;feb;696;2;-1;0;unknown;yes
32028;47;blue-collar;divorced;primary;no;1927;yes;no;cellular;5;feb;130;4;275;3;failure;no
69503;42;services;married;secondary;no;-91;yes;yes;cellular;5;feb;43;1;-1;0;unknown;no
96555;34;management;single;tertiary;no;0;no;no;cellular;5;feb;71;1;-1;0;unknown;no
50371;37;housemaid;married;secondary;no;7433;no;yes;cellular;5;feb;630;3;-1;0;unknown;yes
60041;54;retired;married;secondary;no;883;no;no;telephone;5;feb;305;4;-1;0;unknown;no
54245;57;management;married;secondary;no;287;no;yes;cellular;5;feb;75;1;8;2;other;no
36066;33;self-employed;single;secondary;no;238;yes;yes;cellular;5;feb;45;5;-1;0;unknown;no
43371;31;services;married;secondary;no;1004;no;no;cellular;5;feb;96;6;-1;0;unknown;no
72429;30;blue-collar;married;primary;no;935;yes;no;cellular;5;feb;96;2;-1;0;unknown;no
90535;36;management;single;secondary;no;159;no;no;cellular;5;feb;443;1;-1;0;unknown;no
98238;42;technician;single;secondary;no;541;yes;no;cellular;5;feb;656;1;-1;0;unknown;yes
32501;56;blue-collar;single;secondary;no;1187;yes;no;cellular;5;feb;47;2;-1;0;unknown;no
11001;40;blue-collar;married;secondary;no;632;no;no;cellular;5;feb;611;2;-1;0;unknown;no
56678;60;retired;married;tertiary;no;6684;yes;yes;cellular;5;feb;173;1;-1;0;unknown;no
79325;34;unemployed;single;secondary;no;1586;no;no;cellular;5;feb;355;2;-1;0;unknown;no
25864;46;admin.;married;secondary;no;939;no;no;cellular;5;feb;69;2;8;1;other;no
65584;30;student;single;secondary;no;61;no;yes;cellular;5;feb;133;5;8;2;other;no
63366;49;blue-collar;married;primary;no;217;yes;no;cellular;5;feb;537;2;196;4;other;no
46923;30;services;single;secondary;no;405;yes;no;cellular;5;feb;103;1;265;2;other;no
17649;54;services;married;unknown;no;0;yes;no;cellular;5;feb;686;2;267;1;other;yes
86713;37;student;single;secondary;no;681;no;no;cellular;5;feb;187;1;8;1;other;no
83546;45;unemployed;single;secondary;no;33;no;no;cellular;5;feb;437;1;-1;0;unknown;no
60314;56;technician;divorced;secondary;no;1480;yes;yes;cellular;5;feb;576;1;-1;0;unknown;no
94589;29;self-employed;married;tertiary;no;4;no;no;cellular;5;feb;156;1;-1;0;unknown;no
90729;41;management;married;tertiary;no;1143;yes;no;cellular;5;feb;134;1;8;2;other;no
36814;48;blue-collar;married;unknown;no;459;no;no;cellular;5;feb;134;1;8;1;other;no
11594;50;management;divorced;tertiary;no;-5;yes;no;cellular;5;feb;1118;1;8;1;other;no
75898;35;management;single;unknown;no;186;yes;no;cellular;5;feb;196;2;-1;0;unknown;no
73706;27;management;married;tertiary;no;312;no;no;telephone;5;feb;251;1;-1;0;unknown;no
67247;34;services;single;primary;no;3648;yes;no;cellular;5;feb;288;1;-1;0;unknown;no
38920;32;management;married;tertiary;no;-149;no;no;cellular;5;feb;93;1;8;1;other;no
49896;33;management;married;tertiary;no;26721;no;no;cellular;5;feb;435;3;-1;0;unknown;no
76381;27;technician;single;secondary;no;299;yes;no;cellular;5;feb;29;7;-1;0;unknown;no
69459;38;blue-collar;single;primary;no;3132;no;no;cellular;5;feb;304;1;-1;0;unknown;no
95494;29;self-employed;married;tertiary;no;476;no;yes;cellular;5;feb;148;1;8;2;other;no
93643;34;technician;divorced;tertiary;no;66;no;yes;cellular;5;feb;102;1;170;2;failure;no
75703;40;management;married;secondary;no;18;yes;no;cellular;5;feb;166;1;8;2;other;no
20219;34;management;single;tertiary;no;84;no;no;cellular;5;feb;231;1;-1;0;unknown;no
85031;29;management;single;tertiary;no;841;no;no;cellular;5;feb;217;1;-1;0;unknown;no
26648;59;technician;married;unknown;no;0;no;no;cellular;5;feb;214;1;-1;0;unknown;no
71529;58;retired;single;secondary;no;-158;yes;no;cellular;5;feb;55;1;8;1;other;no
90728;44;entrepreneur;married;secondary;no;320;yes;yes;cellular;5;feb;269;3;234;2;other;no
76317;56;blue-collar;married;secondary;no;121;no;no;cellular;5;feb;151;1;-1;0;unknown;no
55102;36;unemployed;married;primary;no;646;no;no;cellular;5;feb;148;2;-1;0;unknown;no
41262;36;management;married;tertiary;no;0;yes;no;cellular;5;feb;245;2;8;1;other;no
47916;29;blue-collar;single;secondary;no;228;no;no;cellular;5;feb;355;1;-1;0;unknown;no
67892;33;technician;single;secondary;no;6106;no;no;cellular;5;feb;345;1;-1;0;unknown;no
74196;40;self-employed;single;tertiary;no;265;no;no;cellular;5;feb;121;3;-1;0;unknown;no
24470;27;management;single;tertiary;no;0;yes;no;cellular;5;feb;196;1;-1;0;unknown;no
41341;35;management;single;tertiary;no;995;no;no;cellular;5;feb;39;1;-1;0;unknown;no
45681;47;unemployed;divorced;secondary;no;947;no;no;cellular;5;feb;124;2;-1;0;unknown;no
10340;29;services;single;secondary;no;612;no;no;cellular;5;feb;47;1;198;5;other;no
88604;40;services;married;secondary;no;-212;yes;yes;cellular;5;feb;71;1;258;1;failure;no
71963;41;technician;single;secondary;no;618;no;no;cellular;5;feb;1056;1;-1;0;unknown;no
96135;41;admin.;divorced;secondary;no;110;yes;yes;cellular;5;feb;76;2;-1;0;unknown;no
70584;33;services;single;secondary;no;406;yes;no;cellular;5;feb;61;1;275;1;failure;no
58444;33;management;married;tertiary;no;184;no;no;cellular;5;feb;113;1;-1;0;unknown;no
47270;57;management;divorced;tertiary;no;442;no;no;cellular;5;feb;41;1;253;3;failure;no
62467;33;services;single;secondary;no;3358;yes;no;cellular;5;feb;502;2;-1;0;unknown;no
18047;34;services;divorced;secondary;no;1281;no;no;cellular;5;feb;237;1;-1;0;unknown;no
45267;53;management;married;tertiary;no;1624;no;no;cellular;5;feb;158;3;-1;0;unknown;yes
78652;49;blue-collar;married;primary;no;1;no;yes;cellular;5;feb;98;1;210;1;other;no
56116;54;housemaid;divorced;primary;no;2253;yes;no;cellular;5;feb;266;1;196;1;failure;no
57989;32;admin.;married;secondary;no;1661;yes;no;cellular;5;feb;76;1;209;2;failure;no
56582;31;admin.;married;secondary;no;0;yes;no;cellular;5;feb;70;4;-1;0;unknown;no
14536;52;unemployed;married;secondary;no;-307;no;no;cellular;5;feb;272;1;-1;0;unknown;no
75982;40;services;married;secondary;no;-38;yes;yes;cellular;5;feb;121;1;-1;0;unknown;no
46653;32;services;married;secondary;no;182;no;no;cellular;5;feb;277;1;169;2;failure;no
13324;33;blue-collar;married;primary;no;28;no;yes;cellular;5;feb;144;2;-1;0;unknown;no
52229;28;technician;single;secondary;no;440;no;yes;cellular;5;feb;177;2;-1;0;unknown;no
69730;46;services;married;tertiary;no;-780;no;yes;cellular;5;feb;128;1;-1;0;unknown;no
30857;47;technician;single;secondary;no;58;no;no;telephone;5;feb;33;1;-1;0;unknown;no
65162;57;services;married;primary;no;-319;no;yes;cellular;5;feb;620;1;196;1;other;no
42159;46;management;married;tertiary;no;222;no;no;cellular;5;feb;92;1;-1;0;unknown;no
63660;31;admin.;single;tertiary;no;541;no;no;cellular;5;feb;100;1;-1;0;unknown;no
86573;38;entrepreneur;married;tertiary;no;228;yes;no;cellular;5;feb;105;1;-1;0;unknown;no
47844;31;blue-collar;single;secondary;no;573;yes;no;telephone;5;feb;58;1;269;2;failure;no
64648;35;admin.;single;secondary;no;1087;no;no;cellular;5;feb;110;1;-1;0;unknown;no
